type,properties/@id,properties/name,properties/tourism,properties/wheelchair,properties/wikidata,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/addr:city,properties/addr:housenumber,properties/addr:postcode,properties/addr:province,properties/addr:street,properties/amenity,properties/cuisine,properties/opening_hours,properties/phone,properties/source,properties/addr:unit,properties/check_date,properties/email,properties/website,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,properties/diet:gluten_free,properties/operator,properties/payment:mastercard,properties/payment:visa,properties/drive_through,properties/takeaway,properties/official_name,properties/name:zh,properties/addr:country,properties/website:en,properties/website:fr,properties/url,properties/toilets:wheelchair,properties/created_by,properties/payment:credit_cards,properties/payment:debit_cards,properties/name:en,properties/name:zh-Hans,properties/indoor_seating,properties/outdoor_seating,properties/level,properties/level:ref,properties/note,properties/branch,properties/contact:facebook,properties/delivery,properties/smoking,properties/internet_access,properties/old_name,properties/internet_access:fee,properties/leisure,properties/start_date,properties/website:menu,properties/check_date:currency:XBT,properties/check_date:internet_access,properties/capacity,properties/layer,properties/short_name,properties/reservation,properties/fax,properties/toilets,properties/rice_noodle,properties/alt_name,properties/wheelchair:description,properties/contact:instagram,properties/diet:vegan,properties/delivery:partner,properties/payment:interac,properties/contact:yelp,properties/not:brand:wikidata,properties/check_date:opening_hours,properties/air_conditioning,properties/diet:vegetarian,properties/long_name,properties/diet:meat,properties/payment:cash,properties/payment:e-transfer,properties/self_service,properties/contact:youtube,properties/diet:halal,properties/wifi,properties/stars,properties/attraction,properties/species,properties/brand:en,properties/brand:zh,properties/contact:twitter,properties/internet_access:ssid,properties/source:name,properties/description,properties/shop,properties/diet:seafood,properties/name:cs,properties/name:fr,properties/changing_table,properties/name:ja,properties/diet:keto,properties/facebook,properties/payment:cards,properties/breakfast,properties/payment:american_express,properties/craft,properties/int_name,properties/payment:contactless,properties/species:wikidata,properties/species:wikipedia,properties/rooms,properties/building:levels,properties/twitter,properties/microbrewery,properties/min_age,properties/opening_hours:kitchen,properties/contact:website,properties/lunch,properties/diet:lactose_free,properties/bar,properties/opening_date,properties/addr:county,properties/opening_hours:covid19,properties/all_you_can_eat,properties/toilets:menstrual_products,properties/name:zh-Hant,properties/theme,properties/payment:discover_card,properties/was:contact:google_plus,properties/contact:spotify,properties/contact:tiktok,properties/phone:mnemonic,properties/payment:app,properties/payment:neo,properties/was:website,properties/name:ko,properties/payment:apple_pay,properties/payment:diners_club,properties/payment:jcb,properties/payment:square_wallet,properties/payment:unionpay,properties/diet:pescetarian,properties/sport,properties/cafe,properties/diet:dairy_free,properties/toilets:access,properties/language:en,properties/language:vi,properties/live_music,properties/phone:signed,properties/source:phone,properties/strapline,properties/language:am,properties/old_name:--2017,properties/old_name:2018--2023,properties/diet:mediterranean,properties/highchair,properties/organic,properties/opening_hours:signed,properties/instagram,properties/brewery,properties/toilets:position,properties/drink:coffee,properties/drink:espresso,properties/drink:tea,properties/addr:floor,properties/diet:healthy,properties/diet:local,properties/diet:organic
Feature,node/1812704155,Delta Hotels,hotel,,,Point,-114.0691553,50.964428,node/1812704155,,135,T2J 5X5,,Southland Drive SE,,,,,,,,,https://www.deltahotels.com/Hotels/Delta-Calgary-South-Hotel,Delta Hotels,Q5254663,en:Delta Hotels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospitality Inn South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1813158909,Second Cup,,,,Point,-113.985114,51.0790779,node/1813158909,,,,,,cafe,coffee_shop,,,,,,,,Second Cup,Q862180,en:Second Cup,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1824976415,Pho 198,,,,Point,-114.0143302,51.0588571,node/1824976415,Calgary,817,T2E 4X3,Alberta,19 Street NE,restaurant,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1824985579,Calypso's Taverna,,,,Point,-114.0630323,51.0707815,node/1824985579,,,,,,restaurant,greek,"We,Th,Su,Mo 16:00-21:00; Fr,Sa 16:00-21:30",,,,,,http://www.calypsostaverna.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1824985581,Don's Restaurant Chinese Food,,,,Point,-114.0628016,51.095364,node/1824985581,,,,,,restaurant,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1824985856,Tango Vietnamese & Thai Restaurant,,,,Point,-114.0530101,51.0966675,node/1824985856,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1824985857,Pizza Hut,,,,Point,-114.0530476,51.097028,node/1824985857,,,,,,restaurant,pizza,,,,,,,,Pizza Hut,Q191615,en:Pizza Hut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1825042326,Tim Hortons,,,,Point,-114.182616,51.1419703,node/1825042326,,,,,,cafe,coffee_shop,,,,,,,https://www.timhortons.com/,Tim Hortons,Q175106,,,Restaurant Brands International Inc.,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1837943004,Zak's Eatery & Market,,,,Point,-114.0699943,50.973657,node/1837943004,,8906,T2H 0M4,,Macleod Trail SE,restaurant,indian;pakistani;middle_eastern,"Mo 10:00-15:00,17:00-21:00; Tu-We 10:00-15:00; Th-Fr 10:00-15:00,17:00-21:00; Sa 09:00-13:00,17:00-21:00; Su 11:45-14:30,17:00-21:00",+1-403-212-1324,,,,,https://zakseateryandmarket.ca/,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1838982855,Good Earth,,yes,,Point,-114.071871,51.0408774,node/1838982855,,1213,T2R 0X7,,4 Street SW,cafe,,Mo-Fr 07:00-17:00; Sa 07:00-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,wlan,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1838984193,The Good Earth,,,,Point,-114.099248,50.9733464,node/1838984193,,1600,T2V 5A8,,90 Avenue SW,cafe,,"Mo-Fr 06:30-20:00; Sa,Su 07:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1870458992,Waalflower,,,,Point,-114.0515095,51.0520398,node/1870458992,,24,,,4 Street NE,restaurant,,,,,,,,https://www.ilsogno.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1925923652,Aujla's Restaurant - Bar & Grill,,,,Point,-113.9629306,51.164126,node/1925923652,Calgary,5110,T3N 0E4,,Skyview Ranch Road NE,restaurant,,Mo-Su 11:00-02:00,+1-403-516-3999,,55,,northviewtap@gmail.com,https://aujlaz.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2120474066,Bobby Chao,,,,Point,-114.1568968,51.1190761,node/2120474066,,,,,,restaurant,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2122107773,Oakberry Açai,,,,Point,-114.0844726,51.0379534,node/2122107773,,1002,T2T 0A5,,17 Avenue SW,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2150902141,Good Earth Cafe,,yes,,Point,-114.1302305,51.0775823,node/2150902141,,410,,,University Court NW,cafe,coffee_shop,"Mo-Th 08:00-20:00; Fr 08:00-18:00; Sa,Su 10:30-17:00; PH off",+1 403 289 8700,,,,,https://goodearthcoffeehouse.com/location/university-of-calgary-tfdl/,Good Earth,,,,,,,no,,,,,,,,,,,,,,,no,0,,,TFDL,https://www.facebook.com/gecuofc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2191917963,Jugo Juice,,,,Point,-114.0650928,50.9528124,node/2191917963,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2191922504,Happy Hill Restaurant,,yes,,Point,-114.0619493,51.0590814,node/2191922504,,,,,,restaurant,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2217949319,Original Joe's,,,,Point,-113.9700746,51.1085234,node/2217949319,,,,,,restaurant,bar_and_grill,,,,,,,,Original Joe's,Q118744382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2217949320,Tim Hortons,,,,Point,-113.967959,51.1084787,node/2217949320,,,,,,cafe,coffee_shop,,,,,,,,Tim Hortons,Q175106,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2250999650,Starbucks,,,,Point,-114.0731682,50.9142997,node/2250999650,,,,,,cafe,coffee_shop,,,,,,,,Starbucks,Q37158,en:Starbucks,,,,,,yes,Starbucks Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2273009786,Smitty's,,,,Point,-114.0698754,50.9667995,node/2273009786,,,,,,restaurant,pancake,,,,,,,,Smitty's,Q7545728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2273049402,Ruca’s,,,,Point,-114.0610564,50.978615,node/2273049402,,381,,,Heritage Drive SE,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2273064275,Starlight Restaurant & Bar,,,,Point,-114.0615016,50.9785981,node/2273064275,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2273071193,Paulo's Filipino Family Restaurant,,,,Point,-114.0595004,50.9788818,node/2273071193,,8316,,,Fairmount Drive SE,restaurant,asian,,+1-403-253-9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2273857298,Model Milk,,,,Point,-114.0690922,51.0379765,node/2273857298,Calgary,308,T2S 0A8,,17 Avenue SW,restaurant,,Mo off; Tu-Su 17:00-02:00,+1-403-265-7343,,,,info@modelmilk.ca,https://www.modelmilk.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2275832120,Starbucks,,,,Point,-114.1541483,51.0827659,node/2275832120,,,,,,cafe,coffee_shop,,,,,,,,Starbucks,Q37158,en:Starbucks,,,,,,yes,Starbucks Coffee,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2275832123,Cinnzeo,,,,Point,-114.154417,51.0827152,node/2275832123,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2284800316,Big Horn Sheep,attraction,,,Point,-114.0244414,51.0458815,node/2284800316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,Ovis canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2284800317,Rocky Mountain Goat,attraction,,,Point,-114.024008,51.0458618,node/2284800317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,Oreamnos americanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2284826749,American Woodland Caribou,attraction,,,Point,-114.0226088,51.0461611,node/2284826749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,Rangifer tarandus caribou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2284826751,Grey wolf,attraction,,,Point,-114.0231426,51.0453021,node/2284826751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,Canis lupus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2284826753,Wapiti (Canadian Elk),attraction,,,Point,-114.0235219,51.0446301,node/2284826753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,Cervus canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2284826754,Whooping Crane,attraction,,,Point,-114.0240016,51.044859,node/2284826754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,Grus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2285616660,Kitamba Java,,,,Point,-114.0285217,51.045555,node/2285616660,,,,,,cafe,coffee_shop;bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2316650033,Wok Box,,,,Point,-114.2074042,51.038416,node/2316650033,,,,,,restaurant,asian,"Mo-Th 11:00-21:00, Fr,Sa 11:00-22:00, Su 12:00-20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2316650040,Original Joe's,,,,Point,-114.208178,51.0392286,node/2316650040,,,,,,restaurant,bar_and_grill,"Su-We 11:00-24:00, Th-Sa 11:00-02:00",,,,,,,Original Joe's,Q118744382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2316650052,"Han Chao, Taste of Asia",,,,Point,-114.2074886,51.0387981,node/2316650052,Calgary,306,T3H 0N5,,Aspen Glen Landing SW,restaurant,asian,Mo-Su 11:00-22:00,,,108,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2317410782,Redwater Grill,,,,Point,-114.2084657,51.0392948,node/2317410782,,,,,,restaurant,,"Mo-Fr 11:30-22:00, Sa,Su 17:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2456836050,Tim Hortons,,no,,Point,-114.058435,51.0465435,node/2456836050,Calgary,615,T2G 4T8,AB,Macleod Trail SE,cafe,coffee_shop,Mo-Su 05:00-22:00,+1 587 296 2890,,,,,https://www.timhortons.com/,Tim Hortons,Q175106,en:Tim Hortons,,Restaurant Brands International Inc.,,,no,yes,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2456836051,Tim Hortons,,,,Point,-114.055877,51.0464519,node/2456836051,Calgary,345,T2G 4V1,Alberta,6 Avenue SE,cafe,coffee_shop,,+1 587 943 5023,,,,,https://www.timhortons.com/,Tim Hortons,Q175106,en:Tim Hortons,,Restaurant Brands International Inc.,,,no,yes,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2489965009,Sushi Ichiban,,,,Point,-114.1406905,51.0444933,node/2489965009,,,,,,restaurant,japanese,,+1-403-217-9999,,,,SushiIchiban@outlook.com,https://sushiichiban.ca/,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sushiichiban.ca/html/menu.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2530294730,Tim Hortons,,,,Point,-114.089527,51.0418106,node/2530294730,,,,,,cafe,coffee_shop,,,,,,,https://www.timhortons.com/,Tim Hortons,Q175106,en:Tim Hortons,,Restaurant Brands International Inc.,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2530294732,Cinnamon Indian Cuisine & Bar,,,,Point,-114.0891491,51.0427766,node/2530294732,,1207,T3C 0M5,,11 Avenue SW,restaurant,indian,,+1 403-290-1777,,101,,,http://www.cinnamoncalgary.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,Downtown (Beltline),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2612233061,4th Spot Kitchen & Bar,,,,Point,-114.0712186,51.0758936,node/2612233061,Calgary,2620,T2M 3A1,,4 Street NW,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2625502700,Starbucks,,,,Point,-114.211407,51.059964,node/2625502700,Calgary,873,,AB,85 Street SW,cafe,coffee_shop,,,,1001,,,,Starbucks,Q37158,,,,,,,yes,Starbucks Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2625502702,Mercato West,,,,Point,-114.2126091,51.0608288,node/2625502702,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2699177869,Original Joe's,,,,Point,-114.0585109,50.9054725,node/2699177869,,,,,,restaurant,bar_and_grill,,,,,,,,Original Joe's,Q118744382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2702959077,Tim Hortons,,,,Point,-114.2116951,51.1515917,node/2702959077,,,,,,cafe,coffee_shop,,,,,,,https://www.timhortons.com/,Tim Hortons,Q175106,en:Tim Hortons,,Restaurant Brands International Inc.,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2702959081,Starbucks,,,,Point,-114.2116977,51.1494513,node/2702959081,,,,,,cafe,coffee_shop,,,,,,,,Starbucks,Q37158,en:Starbucks,,,,,,yes,Starbucks Coffee,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
