type,properties/@id,properties/amenity,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,properties/cuisine,properties/level,properties/name,properties/takeaway,properties/wheelchair,properties/addr:city,properties/addr:housenumber,properties/addr:street,properties/check_date,properties/air_conditioning,properties/diet:vegan,properties/diet:vegetarian,properties/drive_through,properties/indoor_seating,properties/internet_access,properties/opening_hours,properties/outdoor_seating,properties/payment:cash,properties/payment:credit_cards,properties/payment:debit_cards,properties/recycling:coffee_cups,properties/smoking,properties/alt_name,properties/official_name,properties/phone,properties/tourism,properties/website,properties/addr:postcode,properties/description,properties/ref:vatin,properties/self_checkout,properties/capacity,properties/wifi,properties/check_date:opening_hours,properties/contact:facebook,properties/contact:instagram,properties/contact:twitter,properties/website:menu,properties/opendata:type,properties/toilets:wheelchair,properties/addr:province,properties/delivery,properties/internet_access:fee,properties/wikidata,properties/wikipedia,properties/operator,properties/operator:wikidata,properties/operator:wikipedia,properties/wheelchair:description,properties/wikipedia:en,properties/source,properties/note,properties/toilets,properties/llbo,properties/addr:floor,properties/internet_access:ssid,properties/email,properties/opening_hours:signed,properties/created_by,properties/addr:unit,properties/highchair,properties/website:en,properties/website:fr,properties/addr:country,properties/diet:halal,properties/diet:kosher,properties/payment:contactless,properties/payment:mastercard,properties/payment:visa,properties/ref,properties/amenity:disused,properties/old_name,properties/image,properties/addr:district,properties/washrooms,properties/drink:coffee,properties/drink:juice,properties/shop,properties/floor,properties/branch,properties/former_name,properties/check_date:smoking,properties/fixme,properties/not:brand:wikidata,properties/layer,properties/dispensing,properties/drink:espresso,properties/addr:housename,properties/self_service,properties/hst_number,properties/payment:american_express,properties/store_ref,properties/toilets:access,properties/stars,properties/stars:system,properties/addr:place,properties/name:en,properties/name:fr,properties/reservation,properties/payment:interac,properties/gst_number,properties/diet:gluten_free,properties/access,properties/postal_code,properties/cost:coffee,properties/bar,properties/changing_table,properties/changing_table:location,properties/toilets:wheelchair:description,properties/display,properties/historic,properties/support,properties/payment:gift_card,properties/fax,properties/comment,properties/short_name,properties/name:ko,properties/est_date,properties/name:es,properties/payment:coins,properties/payment:notes,properties/source:alt_name,properties/brand:en,properties/brand:zh,properties/url,properties/payment:cards,properties/name:zh,properties/valet,properties/start_date,properties/colour,properties/emergency,properties/diet:beef,properties/diet:chicken,properties/diet:seafood,properties/name:zh-Hans,properties/name:zh-Hant,properties/vacant,properties/diet:healthy,properties/diet:meat,properties/dine_in,properties/survey:date,properties/catering,properties/drink,properties/lgbtq,properties/sport,properties/addr:house,properties/fee,properties/attraction,properties/internet_access:type,properties/highway,properties/store_name,properties/contact:email,properties/food,properties/chocolates,properties/check_date:diet:vegetarian,properties/twitter,properties/opening_hours:drive_through,properties/addr:suburb,properties/check_date:diet:vegan,properties/addr:subdistrict,properties/max_occupancy,properties/seating,properties/entrance,properties/heritage,properties/microbrewery,properties/office,properties/halal,properties/branch_name,properties/owner,properties/toilets:changing_table,properties/rice_noodle,properties/parking:fee,properties/int_name,properties/seats,properties/opening_hours:covid19,properties/opening_hours:url,properties/level:ref,properties/brand:short,properties/rooms,properties/unit,properties/name:vi,properties/brewery,properties/outdoor_seating:comfort,properties/check_date:currency:XBT,properties/currency:XBT,properties/payment:lightning,properties/payment:lightning_contactless,properties/payment:onchain,properties/contact:phone,properties/contact:website,properties/indoor,properties/payment:alipay,properties/payment:wechat,properties/leisure,properties/opening_hours:kitchen,properties/payment:credit_card,properties/source:addr,properties/barbecue,properties/addr:full,properties/disused:amenity,properties/building,properties/phone:mnemonic,properties/name:yue,properties/instagram,properties/internet_access:password,properties/rocks,properties/diet:non-vegetarian,properties/year,properties/diet:dairy_free,properties/name:nl,properties/payment:diners_club,properties/payment:discover_card,properties/payment:jcb,properties/payment:unionpay,properties/alcohol,properties/sensory_friendly,properties/fixme:type,properties/payment:apple_pay,properties/payment:google_pay,properties/payment:coinos,properties/cafe,properties/diet:pork,properties/brand:zh-Hans,properties/brand:zh-Hant,properties/name:zh-Latn-pinyin,properties/diet:spicy,properties/addr:door,properties/network,properties/theme,properties/organic,properties/stroller,properties/diet:fish,properties/diet:local,properties/start_date:restaurant,properties/was:amenity,properties/long_name,properties/alcohol:sales,properties/payment:qr_code
Feature,node/1125202810,restaurant,Point,-79.412275,43.764853,node/1125202810,Moxie's,Q6927497,,bar_and_grill,,Moxie's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1125362818,cafe,Point,-79.4149587,43.7685497,node/1125362818,,,,,0,Centre Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1125366104,cafe,Point,-79.4139685,43.7684802,node/1125366104,Second Cup,Q862180,en:Second Cup,coffee_shop,0,Second Cup,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1125366418,restaurant,Point,-79.4136639,43.7685382,node/1125366418,,,,,0,Cafe Palma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1125538308,cafe,Point,-79.4122561,43.7655467,node/1125538308,Tim Hortons,Q175106,en:Tim Hortons,coffee_shop,,Tim Hortons,yes,yes,Toronto,4986,Yonge Street,2025-12-13,,,,no,,,,,,,,,,,,,,https://locations.timhortons.com/ca/on/north-york/4986-yonge-st.html,M2N 7G9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1125621668,restaurant,Point,-79.4120288,43.7644121,node/1125621668,,,,sushi,,Sushi One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1125622044,restaurant,Point,-79.4115923,43.7628093,node/1125622044,,,,indian,,Tandoori House Indian Cuisine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1125622404,restaurant,Point,-79.4114628,43.7625054,node/1125622404,,,,korean,,Lee Namjang Korean Restaurant,,,,4846,,,,,,,,,Mo-Su 12:00-02:00,,,,,,,,,+1-416-418-6806,,https://www.daldongnaebbq.com/,,,,,,,,daldongnaeTO,daldongnae,,https://www.daldongnaebbq.com/menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1125689244,cafe,Point,-79.382683,43.646969,node/1125689244,Tim Hortons,Q175106,en:Tim Hortons,coffee_shop,,Tim Hortons,yes,,Toronto,100,Wellington Street West,2025-07-11,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1126756209,cafe,Point,-79.3867844,43.670492,node/1126756209,,,,,,The Grind,,no,,,,,,,,,,,Mo-Fr 07:00-19:00; Sa 10:00-18:00; Su off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1128461936,restaurant,Point,-79.389429,43.670135,node/1128461936,,,,,,Pangaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1128861518,cafe,Point,-79.3846437,43.665537,node/1128861518,machi machi,Q114828290,,bubble_tea,,Machi machi,yes,,Toronto,575,Yonge Street,2025-12-13,,,,,,,,,,,,,,,,,,,M4Y 1Z2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machi machi,麥吉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1128881017,restaurant,Point,-79.3861122,43.6690321,node/1128881017,,,,afghan;mediterranean,,Naan Kabob,,,,691,Yonge Street,,,,,,,,,,,,,,,,,+1-416-972-6623,,https://naankabob.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1128881882,restaurant,Point,-79.3861328,43.6690975,node/1128881882,,,,vietnamese,,Ginger Vietnamese Cuisine,,,,695,Yonge Street,,,,,,,,Mo-Su 11:00-23:00,,,,,,,,,+1-416-966-2424,,https://www.gingerone.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1128887410,cafe,Point,-79.385356,43.669957,node/1128887410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1128901127,restaurant,Point,-79.3860793,43.6689633,node/1128901127,,,,vietnamese;vega;veg,,Saigon Lotus,,,,687,Yonge Street,,,yes,yes,,,,,,,,,,,,,,,https://www.saigonlotustoronto.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1131208946,cafe,Point,-79.4738907,43.7559518,node/1131208946,Coffee Time,Q5140932,en:Coffee Time,coffee_shop,,Coffee Time,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1131491936,restaurant,Point,-79.501463,43.7744849,node/1131491936,,,,indian,,Chaska Indian Street Food Obsession,,yes,,,,,,,,no,,,Mo-Fr 11:00-23:00; Sa-Su 11:00-21:00,,,,,,,,,,,https://chaska.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1131595292,restaurant,Point,-79.384955,43.664646,node/1131595292,,,,japanese,,Sushi Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1132645804,cafe,Point,-79.38724,43.645895,node/1132645804,Tim Hortons,Q175106,en:Tim Hortons,coffee_shop,,Tim Hortons,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1132831117,cafe,Point,-79.387645,43.64622,node/1132831117,,,,coffee_shop,,Au Pain Doré,yes,,,,,2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1133008875,cafe,Point,-79.3830275,43.6481878,node/1133008875,,,,coffee_shop,-1,Neo Coffee Bar,yes,,Toronto,130,King Street West,2025-12-17,,,,,,,,,,,,,no,,,+16473989460,,https://www.neocoffeebar.com/,M5X 1E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1133857143,restaurant,Point,-79.3867566,43.6684821,node/1133857143,,,,,,GBF Gourmet Burger Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1133857439,restaurant,Point,-79.387722,43.66812,node/1133857439,,,,sushi,,Sushi Club,,,Toronto,41,Charles Street West,,,,,,,,"Mo-Fr 11:30-22:30; Sa,Su 12:00-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1134174295,restaurant,Point,-79.387207,43.668133,node/1134174295,,,,japanese,,Okonomi House,,,Toronto,23,Charles Street West,,,,,,,,"Tu-Sa 12:00-15:00,16:30-21:00",,,,,,,,,+1-416-925-6176,,,M4Y2R4,,,,,,,,,,,,,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:IMG_oko.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1134174835,restaurant,Point,-79.3868618,43.6684706,node/1134174835,,,,,,Exotic Tandoori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1136370098,cafe,Point,-79.3885957,43.6754313,node/1136370098,,,,,,Spring Cafe Bistro,,,Toronto,931,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115001,,,,,,,,,,,,,In TCHC building,,,,,,,,,,,,,,,,,,,,Mealennium Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1136610931,restaurant,Point,-79.3982846,43.6742363,node/1136610931,,,,chinese,,MIMI Chinese,,yes,Toronto,265,Davenport Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1138227023,restaurant,Point,-79.3995785,43.6578226,node/1138227023,,,,,,GoGrill,,,,,,2025-05-31,,,,,yes,,"Mo-Th 11:00-24:00, Fr,Sa 11:00-02:00, Su 11:00-24:00",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1138266363,restaurant,Point,-79.3863323,43.7683578,node/1138266363,,,,indian,,Goa Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1138266449,restaurant,Point,-79.3862454,43.7684461,node/1138266449,,,,chinese,,Pearl Bayview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1138447708,cafe,Point,-79.4123657,43.688167,node/1138447708,,,,,,Cafe Landwer,,,Toronto,383,Spadina Road,,,,,,,,Mo-Su 08:00-20:00,yes,,,,,,,,+1-647-696-5151,,https://www.landwer.ca/,M5P2W1,,,,,,,,,,,,,Ontario,,,,,,,,,,Local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1138448667,cafe,Point,-79.4125365,43.6888025,node/1138448667,Second Cup,Q862180,en:Second Cup,coffee_shop,,Second Cup,yes,,Toronto,415,Spadina Road,,,,,,,,Mo-Su 07:00-20:00,yes,,,,,,,,,,,,,,,,,,,,,,,,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1138448894,cafe,Point,-79.4130205,43.6889734,node/1138448894,Starbucks,Q37158,en:Starbucks,coffee_shop,,Starbucks,yes,,Toronto,446,Spadina Road,,,,,,,,"Mo-Fr 05:00-21:00; Sa,Su 05:30-20:00",yes,,,,,,Starbucks Coffee,Starbucks Coffee,,,,,,,,,,,,,,,,,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1139546172,restaurant,Point,-79.3975357,43.701932,node/1139546172,,,,sushi,,Lola Sushi,,,,,,,,,,,,,,,,,,,,,,+1-416-932-0290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1140190489,restaurant,Point,-79.385369,43.668546,node/1140190489,,,,italian,,Constantine,,,Toronto,15,Charles Street East,,,,,,,,,,,,,,,,,+1 647 475 4436,,https://constantineto.com/,,,,,,,,,,,,107006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1140206283,restaurant,Point,-79.3826036,43.6692398,node/1140206283,,,,,,O Noir,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.onoir.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
