type,properties/@id,properties/addr:city,properties/addr:country,properties/addr:postcode,properties/addr:street,properties/addr:suburb,properties/amenity,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,properties/cuisine,properties/internet_access,properties/name,properties/opening_hours,properties/operator,properties/outdoor_seating,properties/phone,properties/website,properties/wheelchair,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/fhrs:id,properties/smoking,properties/addr:housenumber,properties/check_date,properties/indoor_seating,properties/addr:housename,properties/email,properties/source:addr,properties/tourism,properties/diet:gluten_free,properties/diet:vegan,properties/diet:vegetarian,properties/disused:amenity,properties/old_name,properties/payment:cash,properties/bar,properties/air_conditioning,properties/check_date:opening_hours,properties/level,properties/payment:contactless,properties/payment:credit_cards,properties/payment:debit_cards,properties/payment:mastercard,properties/payment:visa,properties/ref,properties/takeaway,properties/official_name,properties/branch,properties/contact:facebook,properties/contact:instagram,properties/contact:twitter,properties/wikidata,properties/wikipedia,properties/capacity,properties/drive_in,properties/addr:floor,properties/description,properties/internet_access:fee,properties/microbrewery,properties/organic,properties/food,properties/source,properties/addr:unit,properties/opening_hours:signed,properties/ref:vatin,properties/real_ale,properties/shop,properties/historic,properties/memorial,properties/religion,properties/subject:wikidata,properties/subject:wikipedia,properties/wikimedia_commons,properties/addr:state,properties/payment:cards,properties/toilets,properties/source:name,properties/toilets:unisex,properties/reservation,properties/not:addr:postcode,properties/check_date:diet:vegetarian,properties/alt_name,properties/fhrs:local_authority_id,properties/layer,properties/note,properties/addr:parentstreet,properties/fixme,properties/ele,properties/source:addr:postcode,properties/contact:phone,properties/name:en,properties/name:zh-Hans,properties/baby,properties/drive_through,properties/changing_table,properties/toilets:wheelchair,properties/internet_access:ssid,properties/contact:email,properties/contact:website,properties/highchair,properties/wheelchair:description,properties/addr:place,properties/payment:american_express,properties/payment:visa_debit,properties/not:fhrs:addr:postcode,properties/delivery,properties/brand:en,properties/brand:zh,properties/name:zh,properties/breakfast,properties/internet_access:operator,properties/url,properties/amenity:restaurant,properties/fhrs:rating,properties/closed,properties/rooms,properties/contact:city,properties/contact:country,properties/contact:housenumber,properties/contact:postcode,properties/contact:street,properties/short_name,properties/old_amenity,properties/artwork_type,properties/self_service,properties/old_fhrs:id,properties/changing_table:fee,properties/kids_area:indoor,properties/toilets:access,properties/payment:discover_card,properties/changing_table:location,properties/stars,properties/payment:diners_club,properties/diet:halal,properties/drinking_water:refill,properties/drinking_water:refill:network,properties/name:th,properties/website:menu,properties/start_date,properties/diet:jain_vegetarian,properties/ref:vcgi:esiteid,properties/diet:meat,properties/pets_allowed,properties/building,properties/dinner,properties/lunch,properties/website:orders,properties/check_date:diet:vegan,properties/indoor,properties/dog,properties/diet:non-vegetarian,properties/live_music,properties/construction,properties/check_date:diet:gluten_free,properties/opening_hours:url,properties/kids_area,properties/kids_area:fee,properties/kids_area:outdoor,properties/kids_area:supervised,properties/payment:coins,properties/entrance,properties/survey:date,properties/cafe,properties/nohousenumber,properties/fee,properties/street_vendor,properties/fast_food,properties/not:brand:wikidata,properties/brewery,properties/toilets:menstrual_products,properties/payment:maestro,properties/payment:goldback
Feature,node/2739595573,Manchester,GB,M1 3BE,Portland Street,,cafe,Costa,Q608845,en:Costa Coffee,coffee_shop,wlan,Costa,,,no,,,yes,Point,-2.2345479,53.4805571,node/2739595573,1817443,no,1,2025-07-06,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,no,,,,,Unit 1,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2739602810,Manchester,GB,M1 1LU,Piccadilly,,restaurant,Nando's,Q3472954,en:Nando's,chicken;portuguese,,Nando's,,,,,https://www.nandos.co.uk/restaurants/manchester-piccadilly,,Point,-2.236404,53.4814417,node/2739602810,1817357,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2739603558,Manchester,GB,M1 1LU,Piccadilly,,restaurant,Zizzi,Q8072944,en:Zizzi,italian,,Zizzi,,,,,https://www.zizzi.co.uk/italian/restaurants/manchester-piccadilly,,Point,-2.2362642,53.4814033,node/2739603558,1816944,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2739604551,Manchester,GB,M1 1LU,Piccadilly,,,Travelodge,Q9361374,en:Travelodge UK,,wlan,Travelodge,,,,,https://www.travelodge.co.uk/hotels/581/Manchester-Piccadilly-hotel,,Point,-2.2361835,53.48138,node/2739604551,1817340,,31,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelodge WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2741644816,Manchester,GB,M1 4AH,Piccadilly Plaza,,cafe,,,,bubble_tea,,Gong Cha City Tower,,,no,,,yes,Point,-2.2391562,53.4806222,node/2741644816,1820740,,,,yes,,,,,,,,,Greggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2742190220,Manchester,GB,M1 4AH,Piccadilly Plaza,,restaurant,,,,,,Do Eat,"Mo-Fr 11:30-21:00; Sa,Su 11:30-22:00",,no,,,yes,Point,-2.239099,53.4806632,node/2742190220,1817868,,,,yes,,,,,,,,,Krispy Kreme,,,,,,,,,,,,,,,https://www.facebook.com/people/Do-Eat/pfbid02BfcmwfC1ep72LRrdCF8W47RneCWyhdZ1JKntpRb5Fi7mTqdoRGnYXGrjiidwbyMXl/,,,,,,,,,,,,,,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 161 4253560,,,,,,,,doeat.resatuarant@hotmail.com,https://www.doeatmanchester.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2742190221,Manchester,GB,M1 4GS,Portland Street,,cafe,Caffè Nero,Q675808,en:Caffè Nero,coffee_shop,wlan,Caffè Nero,Mo-Fr 06:30-19:00; Sa 07:00-19:00; Su 08:00-18:00,,yes,,https://www.caffenero.com/uk/stores/manchester-portland-st,yes,Point,-2.2383797,53.4788018,node/2742190221,1817325,no,32,2025-12-26,yes,,,,,,,yes,,,,,yes,2025-12-26,0,yes,yes,yes,yes,yes,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,yes,,,,,2024-10-01,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2742190226,Manchester,GB,M1 4GS,Portland Street,,restaurant,,,,italian,,Rudy's Pizza Napoletana,,,no,+44 161 532 2922,,,Point,-2.2378012,53.4791959,node/2742190226,,,30,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2745665377,Manchester,GB,M1 4HQ,George Street,,restaurant,,,,thai,,Pearl City,,,no,,,no,Point,-2.2407257,53.4785382,node/2745665377,,no,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2753885414,Manchester,,M4 2BS,Withy Grove,,restaurant,Nando's,Q3472954,en:Nando's,chicken;portuguese,,Nando's,,,no,,https://www.nandos.co.uk/restaurants/manchester-printworks,no,Point,-2.2407725,53.4852199,node/2753885414,1819824,no,27,,,The Printworks,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,no,,no,,,13,,,,,,,,,,,,,,,,,,,,,,,Withy Grove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2753888132,Manchester,,M4 2BS,Withy Grove,,restaurant,Chiquito,Q5101775,en:Chiquito (restaurant),tex-mex,,Chiquito,Mo-Sa 12:00-22:00; Su 12:00-21:00,,,,https://www.chiquito.co.uk/restaurants/manchester/manchester/,,Point,-2.2415087,53.4851459,node/2753888132,1817168,,27,2024-07-16,,The Printworks,,,,,,,,,,,,2024-07-16,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2753902604,Manchester,,M4 3TR,Hanging Ditch,,restaurant,,,,asian,,Tampopo,,,no,,,no,Point,-2.242693,53.484869,node/2753902604,1820843,no,37,,,Corn Exchange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2753906070,Manchester,,M4 3TR,Hanging Ditch,,restaurant,,,,italian,,Salvi's,,,yes,,,yes,Point,-2.2430661,53.484743,node/2753906070,1816773,no,37,,yes,Corn Exchange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2753906316,Manchester,,M4 3TR,Hanging Ditch,,restaurant,Zizzi,Q8072944,,italian,,Zizzi,,,yes,,https://www.zizzi.co.uk/italian/restaurants/manchester-corn-exchange,,Point,-2.2433013,53.4846782,node/2753906316,1816943,,37,,yes,Corn Exchange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2753913144,Manchester,GB,M3 1SW,Cathedral Gates,,,,,,,,The Mitre,,,,+44 161 834 4128,https://mitrehotel.co.uk/,,Point,-2.2443872,53.4847458,node/2753913144,,,1-3,,,,info@mitrehotel.co.uk,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2753913959,Manchester,GB,M3 1SN,Cathedral Yard,,cafe,,,,,,Proper Tea,,,no,,https://www.manchestercathedralvisitorcentre.org/proper-tea,limited,Point,-2.2446694,53.4848094,node/2753913959,,no,7,,,,,,,,,,,Proper Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2754020152,Manchester,,M2 5PF,Albert Square,,restaurant,,,,british,,Fountain House,,,,,,no,Point,-2.246015,53.478929,node/2754020152,1818124,,14,2024-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2754025206,Manchester,,M2 5PE,Albert Square,,restaurant,,,,indian,,Rajdoot Tandoori,,,no,,,no,Point,-2.2455768,53.4788942,node/2754025206,1818841,no,18,,,Carlton House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2754028775,Manchester,GB,M2 3NQ,Peter Street,,cafe,,,,coffee_shop;brunch;breakfast,,Haunt,,,,,https://haunt-mcr.co.uk/,,Point,-2.24576,53.477677,node/2754028775,,,58,,yes,,,,,,yes,yes,,Caffè Nero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2775050637,,,,,,cafe,,,,coffee_shop,wlan,Warehouse Cafe,"Mo-Fr 08:00-17:00; Sa,Su 09:00-17:00",Museum of Science and Industry,yes,,,yes,Point,-2.2542194,53.477218,node/2775050637,,no,,2023-08-15,,,,,,,yes,yes,,,,,yes,,0,yes,yes,yes,yes,yes,,no,,,,,,,,,,,,no,,,,survey,,,,,,,,,,,,,,,,,,,,,,,Part of the museum of science and industry,,,,,,,,,no,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2775051317,,,,,,restaurant,,,,regional,wlan,The Bistro,,Museum of Science and Industry,no,,,yes,Point,-2.254512,53.477122,node/2775051317,,no,,2023-08-15,,,,,,,,,,,,,,,1,,,,,,,no,,,,,,,,,no,,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,1,Part of the museum of science and industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2775492848,Manchester,,M3 4FN,Deansgate,,restaurant,,,,burger,yes,Almost Famous,,,no,,https://www.almostfamousburgers.com/,yes,Point,-2.248807,53.47755,node/2775492848,,no,235,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,no,,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2796469874,Manchester,,M1 5QS,Chester Street,,restaurant,,,,indian,,ZOUK,,,,,https://www.zoukteabar.co.uk/,yes,Point,-2.24066,53.472288,node/2796469874,1820860,,,,,The Quadrangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,Zouk Tea Bar and Grill,,,,,,,,,,,,,,yes,,,,,large accessible toilet and large seating area that is wheelchair accessible. would recommend booking in advance. gets very busy!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2819600252,Manchester,GB,M4 6DH,Great Ancoats Street,,restaurant,,,,coffee_shop;thai,no,Jūb,Mo-Su 12:00-22:00,,yes,+44 161 272 8474,http://www.vividlounge.uk/,yes,Point,-2.2234924,53.4802387,node/2819600252,,no,149A,,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2836724394,Manchester,,M60 7RA,,,cafe,Costa,Q608845,en:Costa Coffee,coffee_shop,,Costa,,,,,,,Point,-2.2291831,53.4764098,node/2836724394,716152,,,2023-03-26,,Satellite Lounge,,,,,,,,,,,,,2,,,,,,,yes,,,,,,,,,,,,,,,,,Unit 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piccadilly Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2836724395,Manchester,,M1 2PA,Piccadilly Station Approach,,cafe,Costa,Q608845,en:Costa Coffee,coffee_shop,,Costa,,,,,,yes,Point,-2.2313627,53.4769367,node/2836724395,1819713,,,2026-01-21,,Piccadilly Station,,FHRS Open Data,,,,,,,,,,,1,,,,,,,yes,,,,,,,,,,,,,,,,,Coffee Kiosk,,,,,,,,,,,,,,,,,,,,AC-072024-014337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2860502022,,,,,,restaurant,,,,chinese,,Chow Mein,,,,,,,Point,-2.2186712,53.4438514,node/2860502022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2860502027,,,,Wilmslow Road,,restaurant,,,,greek,,Kosmos Taverna,,,,,,,Point,-2.2186831,53.4434287,node/2860502027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2867748969,Manchester,GB,M1 4AJ,Portland Street,,restaurant,,,,mexican,,,,,,,,,Point,-2.2364145,53.4801828,node/2867748969,,,45-50,,,Piccadilly Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Now closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2868820722,Manchester,,M13 9NG,Oxford Road,,cafe,,,,breakfast;cafe/diner,,Gemini,Mo-Fr 08:00-15:00; Sa 09:00-16:00,,yes,+44 1612760757,https://www.geminicoffeebar.co.uk/,yes,Point,-2.2294711,53.4617645,node/2868820722,1819287,,328-330,2024-12-22,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2873481601,Manchester,,M4 1LQ,Thomas Street,,restaurant,,,,spanish,,Evuna,,,,,,limited,Point,-2.2353722,53.4834417,node/2873481601,1816886,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2886288823,Manchester,,M3 4NW,Liverpool Road,,restaurant,,,,italian,,Cibo,,,,,,,Point,-2.2516632,53.4757274,node/2886288823,,,3-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2935090510,,,,Wilmslow Road,,restaurant,,,,,,Arabian Nites,,,,,,,Point,-2.2187559,53.4424609,node/2935090510,,,258,2025-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2943326833,Manchester,,M2 1NL,Cross Street,,restaurant,,,,asian,,The Rice Bowl,,,no,,,no,Point,-2.2445729,53.481324,node/2943326833,1820300,no,33A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/2981681203,Manchester,GB,M4 7DB,Pollard Street,,,Ibis Budget,Q1458135,en:Ibis Budget,,,Ibis Budget Manchester Centre,,,,+44 161 272 2020,https://accor.com,,Point,-2.2220188,53.4794026,node/2981681203,,,2,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3023274533,Manchester,GB,M4 1PD,Church Street,,restaurant,Pieminister,Q16967078,en:Pieminister,pie,,Pieminister,,,no,,,no,Point,-2.2360245,53.4827941,node/3023274533,1821175,,53,,,,,,,,yes,yes,,,,,,,,,,,,,,yes,,,,,,,,,no,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3034680480,Manchester,GB,M14 6NQ,Ladybarn Lane,,cafe,,,,sandwich,,Simply Sandwich Bar,,,,,,,Point,-2.2141704,53.4410785,node/3034680480,1820784,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3050435734,Manchester,GB,M4 5AZ,Great Ancoats Street,,,Travelodge,Q9361374,en:Travelodge UK,,wlan,Travelodge,,,,,https://www.travelodge.co.uk/hotels/280/Manchester-Ancoats-hotel,,Point,-2.2320298,53.4840986,node/3050435734,1819917,,22,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelodge WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3083932579,Manchester,GB,M1 4LG,Princess Street,,,,,,,,The Alan,,,,,,,Point,-2.2417498,53.4782331,node/3083932579,,,18-24,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3085266464,Richmond,,23225,Midlothian Turnpike,,cafe,Starbucks,Q37158,,coffee_shop,,Starbucks,,,,+1 804-276-0679,https://www.starbucks.com/store-locator/store/1007053/spring-rock-green-7106-midlothian-turnpike-suite-c-richmond-va-23225,,Point,-77.5286418,37.5013181,node/3085266464,,,7106,,,,,,,,,,,,,,,,,,,,,,1007053,yes,Starbucks Coffee,Spring Rock Green,,,,,,,,,,,,,,,C,,,,,,,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3087952272,,,,,,,Travelodge,Q9361374,en:Travelodge UK,,wlan,Travelodge,,,,,https://www.travelodge.co.uk/hotels/285/Manchester-Sportcity-hotel,,Point,-2.1932232,53.4656468,node/3087952272,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelodge WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3129236029,Manchester,,M1 1JQ,Oldham Street,,cafe,,,,,,Morning Glory,Mo-Fr 08:00-15:30; Sa 09:00-18:00; Su 09:00-15:30,,,,,,Point,-2.2359132,53.4822294,node/3129236029,,,,,,Central Buildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3129238038,Manchester,,M1 1HP,Back Piccadilly,,,,,,,,The Merchants Hotel,,,,,,no,Point,-2.2362501,53.4817937,node/3129238038,,,,,,Merchants Hotel,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3130331629,Manchester,,M1 2BN,Piccadilly Station Approach,,cafe,Caffè Nero,Q675808,en:Caffè Nero,coffee_shop,wlan,Caffè Nero,Mo-Fr 04:00-22:00; Sa 05:00-22:00; Su 07:00-21:00,,yes,,https://www.caffenero.com/uk/stores/manchester-piccadilly-station,yes,Point,-2.231554,53.477541,node/3130331629,1819754,no,,2026-01-20,no,Piccadilly Station,,FHRS Open Data,,,,,,,,,,2024-08-22,2,,,,,,,yes,,,,,,,,,,,,no,,,,,Unit 2,,,,,,,,,,,,,,,,,,,,AC-072024-014378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
